file_name,segment_or_group,id,parent,relname,type,text
GUM_conversation_christmas,segment,154,153,organization-phatic,,Um .
GUM_conversation_christmas,segment,155,391,joint-sequence,,"In fact , what I 'll do , is I will take this sweater off ,"
GUM_conversation_christmas,segment,156,391,joint-sequence,,and put the —
GUM_conversation_christmas,segment,157,158,organization-phatic,,Oh yeah .
GUM_conversation_christmas,segment,158,392,span,,That 's a great idea .
GUM_conversation_christmas,segment,159,160,topic-question,,Well whose —
GUM_conversation_christmas,segment,160,393,span,,That one 's to Dad .
GUM_conversation_christmas,segment,161,162,organization-phatic,,What hon ?
GUM_conversation_christmas,segment,162,397,span,,Is n't it ?
GUM_conversation_christmas,segment,163,164,organization-phatic,,That 's —
GUM_conversation_christmas,segment,164,398,span,,Yeah .
GUM_conversation_christmas,segment,165,394,elaboration-additional,,From me .
GUM_conversation_christmas,segment,166,400,organization-phatic,,Oh .
GUM_conversation_christmas,segment,167,408,attribution-negative,,I do n't know
GUM_conversation_christmas,segment,168,408,joint-disjunction,,if he wanted to open that
GUM_conversation_christmas,segment,169,408,joint-disjunction,,"or not ,"
GUM_conversation_christmas,segment,170,408,joint-disjunction,,or not right now .
GUM_conversation_christmas,segment,171,402,span,,You wan na open this one from me ?
GUM_conversation_christmas,segment,172,409,joint-disjunction,,Right uh now ?
GUM_conversation_christmas,segment,173,409,joint-disjunction,,Or late- —
GUM_conversation_christmas,segment,174,404,restatement-repetition,,Wait till later .
GUM_conversation_christmas,segment,175,404,restatement-repetition,,I 'll wait till later .
GUM_conversation_christmas,segment,176,410,topic-question,,You know what it is ?
GUM_conversation_christmas,segment,177,178,organization-phatic,,Okay .
GUM_conversation_christmas,segment,178,410,span,,"Yeah , he picked it out ."
GUM_conversation_christmas,segment,179,180,organization-phatic,,Yeah .
GUM_conversation_christmas,segment,180,413,span,,Well Dad always picks .
GUM_conversation_christmas,segment,181,415,span,,I get a little picky on my shirts .
GUM_conversation_christmas,segment,182,181,evaluation-comment,,"Yeah , I know ."
GUM_conversation_christmas,segment,183,416,organization-phatic,,People decide to —
GUM_conversation_christmas,segment,184,185,contingency-condition,,"If it 's too small ,"
GUM_conversation_christmas,segment,185,416,span,,Mom can take it .
GUM_conversation_christmas,segment,186,187,explanation-justify,,"No , it 's not too small ."
GUM_conversation_christmas,segment,187,418,span,,It 's perfect .
GUM_conversation_christmas,segment,188,419,adversative-antithesis,,Is it too big ?
GUM_conversation_christmas,segment,189,421,organization-phatic,,Hm-m .
GUM_conversation_christmas,segment,190,421,span,,Get you some tights
GUM_conversation_christmas,segment,191,190,purpose-attribute,,to go underneath it .
GUM_conversation_christmas,segment,192,426,span,,"Been having too much of that rum fruitcake , kid ."
GUM_conversation_christmas,segment,193,192,restatement-partial,,Oh is it ?
GUM_conversation_christmas,segment,194,428,span,,Down at the back .
GUM_conversation_christmas,segment,195,194,restatement-partial,,Is it ?
GUM_conversation_christmas,segment,196,197,organization-phatic,,Hm .
GUM_conversation_christmas,segment,197,429,span,,Oh good .
GUM_conversation_christmas,segment,198,199,organization-phatic,,Yeah .
GUM_conversation_christmas,segment,199,432,span,,Fits good .
GUM_conversation_christmas,segment,200,201,organization-phatic,,Is it —
GUM_conversation_christmas,segment,201,433,span,,D- is it too small ?
GUM_conversation_christmas,segment,202,434,span,,"No , no ."
GUM_conversation_christmas,segment,203,437,span,,I still got room for another ten pounds .
GUM_conversation_christmas,segment,204,203,evaluation-comment,,Good .
GUM_conversation_christmas,segment,205,435,evaluation-comment,,You look good in it .
GUM_conversation_christmas,segment,206,438,span,,Now let me take a picture .
GUM_conversation_christmas,segment,207,440,organization-phatic,,Yeah .
GUM_conversation_christmas,segment,208,440,span,,I might just even wear that to work .
GUM_conversation_christmas,segment,209,208,mode-manner,,Without a tie .
GUM_conversation_christmas,segment,210,443,organization-phatic,,Okay .
GUM_conversation_christmas,segment,211,212,attribution-positive,,I think
GUM_conversation_christmas,segment,212,443,span,,you 'll have to wait on that one .
GUM_conversation_christmas,segment,213,214,organization-preparation,,There .
GUM_conversation_christmas,segment,214,445,span,,Got a good photo .
GUM_conversation_christmas,segment,215,446,restatement-repetition,,Alright .
GUM_conversation_christmas,segment,216,446,restatement-repetition,,Okay .
GUM_conversation_christmas,segment,217,447,span,,Are all the rest of these from Diana ?
GUM_conversation_christmas,segment,218,448,span,,"Uh , to Diana , and from — from Diana ."
GUM_conversation_christmas,segment,219,220,topic-question,,T- what ?
GUM_conversation_christmas,segment,220,452,span,,To D- —
GUM_conversation_christmas,segment,221,222,topic-question,,T- – what ?
GUM_conversation_christmas,segment,222,454,span,,"To Diana , and from Diana ."
GUM_conversation_christmas,segment,223,455,restatement-repetition,,Oh .
GUM_conversation_christmas,segment,224,455,restatement-repetition,,Oh I see .
GUM_conversation_christmas,segment,225,456,attribution-positive,,So I thought
GUM_conversation_christmas,segment,226,456,span,,"we 'd wait ,"
GUM_conversation_christmas,segment,227,460,joint-list,,to open her gifts and —
GUM_conversation_christmas,segment,228,460,joint-list,,And our gifts to her .
GUM_conversation_christmas,segment,229,457,organization-phatic,,Yeah .
GUM_conversation_christmas,segment,230,461,organization-phatic,,"Uh , she can —"
GUM_conversation_christmas,segment,231,461,span,,She ca n't open em
GUM_conversation_christmas,segment,232,231,context-circumstance,,till she gets here .
GUM_conversation_christmas,segment,233,462,causal-result,,"So , we 'll just wait , on ours ."
GUM_conversation_christmas,segment,234,464,span,,Oh here 's one
GUM_conversation_christmas,segment,235,234,elaboration-attribute,,you can open .
GUM_conversation_christmas,segment,236,464,organization-phatic,,Oh .
GUM_conversation_christmas,segment,237,468,topic-question,,"Well , who 's this from ?"
GUM_conversation_christmas,segment,238,469,span,,Now you can open that .
GUM_conversation_christmas,segment,239,238,context-circumstance,,Right now .
GUM_conversation_christmas,segment,240,470,span,,"To Judy , from Mom ."
GUM_conversation_christmas,segment,241,240,organization-phatic,,Mhm .
GUM_conversation_christmas,group,242,243,span,span,
GUM_conversation_christmas,group,243,244,span,span,
GUM_conversation_christmas,group,244,245,span,span,
GUM_conversation_christmas,group,245,246,span,span,
GUM_conversation_christmas,group,246,247,joint-other,span,
GUM_conversation_christmas,group,247,,,multinuc,
GUM_conversation_christmas,group,248,1,adversative-concession,span,
GUM_conversation_christmas,group,249,2,evaluation-comment,multinuc,
GUM_conversation_christmas,group,250,251,span,multinuc,
GUM_conversation_christmas,group,251,252,span,span,
GUM_conversation_christmas,group,252,242,context-background,span,
GUM_conversation_christmas,group,253,254,span,span,
GUM_conversation_christmas,group,254,250,joint-list,span,
GUM_conversation_christmas,group,255,256,organization-phatic,multinuc,
GUM_conversation_christmas,group,256,257,span,span,
GUM_conversation_christmas,group,257,251,explanation-evidence,span,
GUM_conversation_christmas,group,258,14,attribution-positive,span,
GUM_conversation_christmas,group,259,243,evaluation-comment,span,
GUM_conversation_christmas,group,260,261,span,span,
GUM_conversation_christmas,group,261,262,span,span,
GUM_conversation_christmas,group,262,263,span,span,
GUM_conversation_christmas,group,263,244,elaboration-additional,span,
GUM_conversation_christmas,group,264,260,organization-phatic,span,
GUM_conversation_christmas,group,265,261,evaluation-comment,multinuc,
GUM_conversation_christmas,group,266,265,joint-list,span,
GUM_conversation_christmas,group,267,268,span,span,
GUM_conversation_christmas,group,268,269,restatement-repetition,span,
GUM_conversation_christmas,group,269,22,adversative-concession,multinuc,
GUM_conversation_christmas,group,270,269,restatement-repetition,span,
GUM_conversation_christmas,group,271,262,restatement-partial,span,
GUM_conversation_christmas,group,272,273,span,multinuc,
GUM_conversation_christmas,group,273,274,span,span,
GUM_conversation_christmas,group,274,275,span,span,
GUM_conversation_christmas,group,275,276,span,span,
GUM_conversation_christmas,group,276,277,span,span,
GUM_conversation_christmas,group,277,245,context-background,span,
GUM_conversation_christmas,group,278,272,same-unit,span,
GUM_conversation_christmas,group,279,275,adversative-antithesis,span,
GUM_conversation_christmas,group,280,276,evaluation-comment,span,
GUM_conversation_christmas,group,281,282,organization-phatic,multinuc,
GUM_conversation_christmas,group,282,283,span,span,
GUM_conversation_christmas,group,283,284,span,span,
GUM_conversation_christmas,group,284,247,joint-other,span,
GUM_conversation_christmas,group,285,286,span,span,
GUM_conversation_christmas,group,286,283,elaboration-additional,span,
GUM_conversation_christmas,group,287,49,organization-phatic,multinuc,
GUM_conversation_christmas,group,288,289,span,span,
GUM_conversation_christmas,group,289,290,span,span,
GUM_conversation_christmas,group,290,247,joint-other,span,
GUM_conversation_christmas,group,291,292,restatement-repetition,span,
GUM_conversation_christmas,group,292,293,organization-preparation,multinuc,
GUM_conversation_christmas,group,293,294,span,span,
GUM_conversation_christmas,group,294,288,restatement-partial,span,
GUM_conversation_christmas,group,295,53,organization-phatic,multinuc,
GUM_conversation_christmas,group,296,297,joint-list,multinuc,
GUM_conversation_christmas,group,297,298,organization-preparation,multinuc,
GUM_conversation_christmas,group,298,299,span,span,
GUM_conversation_christmas,group,299,289,elaboration-additional,span,
GUM_conversation_christmas,group,300,301,organization-phatic,multinuc,
GUM_conversation_christmas,group,301,302,span,multinuc,
GUM_conversation_christmas,group,302,303,organization-preparation,span,
GUM_conversation_christmas,group,303,304,span,span,
GUM_conversation_christmas,group,304,305,span,span,
GUM_conversation_christmas,group,305,306,span,span,
GUM_conversation_christmas,group,306,247,joint-other,span,
GUM_conversation_christmas,group,307,69,organization-phatic,multinuc,
GUM_conversation_christmas,group,308,304,elaboration-additional,span,
GUM_conversation_christmas,group,309,72,organization-phatic,multinuc,
GUM_conversation_christmas,group,310,311,span,span,
GUM_conversation_christmas,group,311,312,joint-list,span,
GUM_conversation_christmas,group,312,305,evaluation-comment,multinuc,
GUM_conversation_christmas,group,313,314,span,multinuc,
GUM_conversation_christmas,group,314,315,span,span,
GUM_conversation_christmas,group,315,316,span,span,
GUM_conversation_christmas,group,316,310,explanation-evidence,span,
GUM_conversation_christmas,group,317,315,context-background,multinuc,
GUM_conversation_christmas,group,318,317,joint-disjunction,span,
GUM_conversation_christmas,group,319,312,joint-list,span,
GUM_conversation_christmas,group,320,84,evaluation-comment,multinuc,
GUM_conversation_christmas,group,321,322,span,span,
GUM_conversation_christmas,group,322,323,span,span,
GUM_conversation_christmas,group,323,324,span,span,
GUM_conversation_christmas,group,324,325,span,span,
GUM_conversation_christmas,group,325,326,span,span,
GUM_conversation_christmas,group,326,247,joint-other,span,
GUM_conversation_christmas,group,327,323,elaboration-additional,multinuc,
GUM_conversation_christmas,group,328,92,topic-question,span,
GUM_conversation_christmas,group,329,330,restatement-repetition,span,
GUM_conversation_christmas,group,330,325,elaboration-additional,multinuc,
GUM_conversation_christmas,group,331,330,restatement-repetition,span,
GUM_conversation_christmas,group,332,97,organization-phatic,multinuc,
GUM_conversation_christmas,group,333,334,span,span,
GUM_conversation_christmas,group,334,335,restatement-repetition,span,
GUM_conversation_christmas,group,335,336,span,multinuc,
GUM_conversation_christmas,group,336,337,span,span,
GUM_conversation_christmas,group,337,106,explanation-motivation,span,
GUM_conversation_christmas,group,338,339,span,span,
GUM_conversation_christmas,group,339,340,span,span,
GUM_conversation_christmas,group,340,341,span,span,
GUM_conversation_christmas,group,341,342,span,span,
GUM_conversation_christmas,group,342,343,span,span,
GUM_conversation_christmas,group,343,247,joint-other,span,
GUM_conversation_christmas,group,344,345,joint-list,span,
GUM_conversation_christmas,group,345,335,evaluation-comment,multinuc,
GUM_conversation_christmas,group,346,336,explanation-motivation,span,
GUM_conversation_christmas,group,347,338,restatement-partial,span,
GUM_conversation_christmas,group,348,349,span,span,
GUM_conversation_christmas,group,349,339,adversative-concession,span,
GUM_conversation_christmas,group,350,348,explanation-justify,span,
GUM_conversation_christmas,group,351,352,span,span,
GUM_conversation_christmas,group,352,116,explanation-motivation,span,
GUM_conversation_christmas,group,353,354,span,span,
GUM_conversation_christmas,group,354,355,span,span,
GUM_conversation_christmas,group,355,356,span,span,
GUM_conversation_christmas,group,356,357,span,span,
GUM_conversation_christmas,group,357,358,span,span,
GUM_conversation_christmas,group,358,340,elaboration-additional,span,
GUM_conversation_christmas,group,359,354,elaboration-additional,span,
GUM_conversation_christmas,group,360,361,span,span,
GUM_conversation_christmas,group,361,118,elaboration-additional,span,
GUM_conversation_christmas,group,362,360,span,span,
GUM_conversation_christmas,group,363,362,causal-cause,span,
GUM_conversation_christmas,group,364,365,explanation-justify,span,
GUM_conversation_christmas,group,365,366,span,span,
GUM_conversation_christmas,group,366,367,restatement-repetition,span,
GUM_conversation_christmas,group,367,368,joint-other,multinuc,
GUM_conversation_christmas,group,368,355,evaluation-comment,multinuc,
GUM_conversation_christmas,group,369,130,topic-question,span,
GUM_conversation_christmas,group,370,367,restatement-repetition,span,
GUM_conversation_christmas,group,371,372,joint-list,span,
GUM_conversation_christmas,group,372,368,joint-other,multinuc,
GUM_conversation_christmas,group,373,374,span,span,
GUM_conversation_christmas,group,374,375,span,span,
GUM_conversation_christmas,group,375,356,adversative-concession,span,
GUM_conversation_christmas,group,376,374,evaluation-comment,span,
GUM_conversation_christmas,group,377,357,evaluation-comment,multinuc,
GUM_conversation_christmas,group,378,379,restatement-repetition,span,
GUM_conversation_christmas,group,379,377,joint-other,multinuc,
GUM_conversation_christmas,group,380,379,restatement-repetition,span,
GUM_conversation_christmas,group,381,147,topic-question,span,
GUM_conversation_christmas,group,382,383,span,span,
GUM_conversation_christmas,group,383,341,evaluation-comment,span,
GUM_conversation_christmas,group,384,385,restatement-repetition,span,
GUM_conversation_christmas,group,385,386,organization-phatic,multinuc,
GUM_conversation_christmas,group,386,387,span,span,
GUM_conversation_christmas,group,387,388,organization-phatic,span,
GUM_conversation_christmas,group,388,389,span,span,
GUM_conversation_christmas,group,389,342,explanation-evidence,span,
GUM_conversation_christmas,group,390,385,restatement-repetition,span,
GUM_conversation_christmas,group,391,388,span,multinuc,
GUM_conversation_christmas,group,392,391,evaluation-comment,span,
GUM_conversation_christmas,group,393,394,span,span,
GUM_conversation_christmas,group,394,395,span,span,
GUM_conversation_christmas,group,395,396,span,span,
GUM_conversation_christmas,group,396,247,joint-other,span,
GUM_conversation_christmas,group,397,398,topic-question,span,
GUM_conversation_christmas,group,398,399,span,span,
GUM_conversation_christmas,group,399,393,restatement-partial,span,
GUM_conversation_christmas,group,400,401,span,span,
GUM_conversation_christmas,group,401,402,explanation-justify,span,
GUM_conversation_christmas,group,402,403,span,span,
GUM_conversation_christmas,group,403,404,topic-question,span,
GUM_conversation_christmas,group,404,405,span,multinuc,
GUM_conversation_christmas,group,405,406,span,span,
GUM_conversation_christmas,group,406,407,span,span,
GUM_conversation_christmas,group,407,395,elaboration-additional,span,
GUM_conversation_christmas,group,408,400,span,multinuc,
GUM_conversation_christmas,group,409,171,context-circumstance,multinuc,
GUM_conversation_christmas,group,410,411,span,span,
GUM_conversation_christmas,group,411,412,span,span,
GUM_conversation_christmas,group,412,405,elaboration-additional,span,
GUM_conversation_christmas,group,413,414,span,span,
GUM_conversation_christmas,group,414,411,context-background,span,
GUM_conversation_christmas,group,415,413,causal-cause,span,
GUM_conversation_christmas,group,416,417,span,span,
GUM_conversation_christmas,group,417,418,adversative-antithesis,span,
GUM_conversation_christmas,group,418,419,span,span,
GUM_conversation_christmas,group,419,420,span,span,
GUM_conversation_christmas,group,420,406,evaluation-comment,span,
GUM_conversation_christmas,group,421,422,span,span,
GUM_conversation_christmas,group,422,423,span,span,
GUM_conversation_christmas,group,423,424,span,span,
GUM_conversation_christmas,group,424,425,joint-sequence,span,
GUM_conversation_christmas,group,425,247,joint-other,multinuc,
GUM_conversation_christmas,group,426,427,span,span,
GUM_conversation_christmas,group,427,422,evaluation-comment,span,
GUM_conversation_christmas,group,428,426,elaboration-additional,span,
GUM_conversation_christmas,group,429,430,restatement-repetition,span,
GUM_conversation_christmas,group,430,431,span,multinuc,
GUM_conversation_christmas,group,431,423,evaluation-comment,span,
GUM_conversation_christmas,group,432,430,restatement-repetition,span,
GUM_conversation_christmas,group,433,434,topic-question,span,
GUM_conversation_christmas,group,434,435,span,span,
GUM_conversation_christmas,group,435,436,span,span,
GUM_conversation_christmas,group,436,430,elaboration-additional,span,
GUM_conversation_christmas,group,437,202,elaboration-additional,span,
GUM_conversation_christmas,group,438,439,span,span,
GUM_conversation_christmas,group,439,425,joint-sequence,span,
GUM_conversation_christmas,group,440,441,span,span,
GUM_conversation_christmas,group,441,442,span,span,
GUM_conversation_christmas,group,442,206,elaboration-additional,span,
GUM_conversation_christmas,group,443,444,span,span,
GUM_conversation_christmas,group,444,441,adversative-concession,span,
GUM_conversation_christmas,group,445,438,evaluation-comment,span,
GUM_conversation_christmas,group,446,217,organization-phatic,multinuc,
GUM_conversation_christmas,group,447,218,topic-question,span,
GUM_conversation_christmas,group,448,449,restatement-repetition,span,
GUM_conversation_christmas,group,449,450,span,multinuc,
GUM_conversation_christmas,group,450,451,span,span,
GUM_conversation_christmas,group,451,247,joint-other,span,
GUM_conversation_christmas,group,452,453,restatement-repetition,span,
GUM_conversation_christmas,group,453,449,restatement-repetition,multinuc,
GUM_conversation_christmas,group,454,453,restatement-repetition,span,
GUM_conversation_christmas,group,455,449,organization-phatic,multinuc,
GUM_conversation_christmas,group,456,457,span,span,
GUM_conversation_christmas,group,457,458,span,span,
GUM_conversation_christmas,group,458,459,span,span,
GUM_conversation_christmas,group,459,450,elaboration-additional,span,
GUM_conversation_christmas,group,460,226,purpose-goal,multinuc,
GUM_conversation_christmas,group,461,462,span,span,
GUM_conversation_christmas,group,462,463,span,span,
GUM_conversation_christmas,group,463,458,explanation-motivation,span,
GUM_conversation_christmas,group,464,465,span,span,
